,pid,condition,day,block,hand,RT
6,P04,continuous,Day2,2,right,14.049856606427054
7,P04,continuous,Day2,2,left,17.73758574024032
8,P04,continuous,Day2,2,right,18.822184692147857
9,P04,continuous,Day2,2,left,16.43592450453798
0,P04,continuous,Day2,3,left,15.067642235815587
1,P04,continuous,Day2,3,right,15.267988356907154
2,P04,continuous,Day2,3,right,16.3526539589584
3,P04,continuous,Day2,3,left,15.86890950786983
4,P04,continuous,Day2,3,left,17.804676005602232
5,P04,continuous,Day2,3,right,18.48841494081716
6,P04,continuous,Day2,3,right,19.17253194322984
7,P04,continuous,Day2,3,left,16.018860458727428
8,P04,continuous,Day2,3,right,17.10331155457243
9,P04,continuous,Day2,3,left,18.288215909698923
0,P04,continuous,Day2,4,left,15.618468525230126
1,P04,continuous,Day2,4,right,16.118548007449135
2,P04,continuous,Day2,4,right,15.301375865834414
3,P04,continuous,Day2,4,left,17.403947373961273
4,P04,continuous,Day2,4,left,16.10234627660975
5,P04,continuous,Day2,4,right,15.267978014642722
6,P04,continuous,Day2,4,right,14.083186275282062
7,P04,continuous,Day2,4,left,14.500278283507216
8,P04,continuous,Day2,4,right,14.750641507642285
9,P04,continuous,Day2,4,left,15.217915712084505
0,P04,continuous,Day3,0,right,14.054097721396829
1,P04,continuous,Day3,0,left,15.151077549380716
2,P04,continuous,Day3,0,right,15.985453791901818
3,P04,continuous,Day3,0,left,16.052196276330505
4,P04,continuous,Day3,0,right,14.583860852828366
5,P04,continuous,Day3,0,left,16.953250268328702
6,P04,continuous,Day3,0,right,15.76849331545236
7,P04,continuous,Day3,0,left,17.537322180025512
8,P04,continuous,Day3,0,left,18.5051810931036
9,P04,continuous,Day3,0,right,19.639892578314175
0,P04,continuous,Day3,1,right,16.60283623286523
1,P04,continuous,Day3,1,left,17.453890339791542
2,P04,continuous,Day3,1,right,19.50628465137561
3,P04,continuous,Day3,1,left,18.088037596826325
4,P04,continuous,Day3,1,right,18.60525440829224
5,P04,continuous,Day3,1,left,17.9211283337645
6,P04,continuous,Day3,1,right,20.107055878121173
7,P04,continuous,Day3,1,left,21.041522289888235
8,P04,continuous,Day3,1,left,20.190439454454463
9,P04,continuous,Day3,1,right,20.123688542982563
0,P04,continuous,Day3,2,right,19.05577431792335
1,P04,continuous,Day3,2,left,20.123705014004372
2,P04,continuous,Day3,2,right,19.990277885241085
3,P04,continuous,Day3,2,left,18.00449352382566
4,P04,continuous,Day3,2,right,20.107010678591905
5,P04,continuous,Day3,2,left,19.022401352005545
6,P04,continuous,Day3,2,right,20.824560664303135
7,P04,continuous,Day3,2,left,20.841161919321166
8,P04,continuous,Day3,2,left,19.139229524022085
9,P04,continuous,Day3,2,right,19.9067062328686
0,P04,continuous,Day3,3,right,19.706596375006484
1,P04,continuous,Day3,3,left,21.892472974126576
2,P04,continuous,Day3,3,right,20.607525110637653
3,P04,continuous,Day3,3,left,19.92353654994804
4,P04,continuous,Day3,3,right,22.059404453917523
5,P04,continuous,Day3,3,left,19.28942185190681
6,P04,continuous,Day3,3,right,20.707788800165872
7,P04,continuous,Day3,3,left,19.4395050114108
8,P04,continuous,Day3,3,left,20.00688795033784
9,P04,continuous,Day3,3,right,21.275080190884182
0,P04,continuous,Day3,4,right,19.67318318913749
1,P04,continuous,Day3,4,left,17.05342892142653
2,P04,continuous,Day3,4,right,19.172511324795778
3,P04,continuous,Day3,4,left,19.039073087653378
4,P04,continuous,Day3,4,right,21.091445948637556
5,P04,continuous,Day3,4,left,20.056903157295892
6,P04,continuous,Day3,4,right,18.47172270771989
7,P04,continuous,Day3,4,left,20.540881452325266
8,P04,continuous,Day3,4,left,20.407437469504657
9,P04,continuous,Day3,4,right,16.586176371667534
