,pid,condition,day,block,hand,RT
7,P14,control,Day1,4,right,9.911595827245037
8,P14,control,Day1,4,right,10.045174642611528
9,P14,control,Day1,4,left,10.278711475999444
0,P14,control,Day2,0,left,10.289026768872645
1,P14,control,Day2,0,right,8.960527747176457
2,P14,control,Day2,0,right,9.01062266628469
3,P14,control,Day2,0,left,8.977322453769375
4,P14,control,Day2,0,right,8.676826484193953
5,P14,control,Day2,0,left,8.443226652121666
6,P14,control,Day2,0,left,8.7102776173233
7,P14,control,Day2,0,right,8.726991117900981
8,P14,control,Day2,0,right,8.693499381763104
9,P14,control,Day2,0,left,7.6923935243557935
0,P14,control,Day2,1,left,9.444475769196288
1,P14,control,Day2,1,right,9.077323449691905
2,P14,control,Day2,1,right,8.84367688585735
3,P14,control,Day2,1,left,8.526691498342187
4,P14,control,Day2,1,right,8.476639480526499
5,P14,control,Day2,1,left,9.010572104047242
6,P14,control,Day2,1,left,7.508790168250925
7,P14,control,Day2,1,right,8.760324655526347
8,P14,control,Day2,1,right,8.309725109973442
9,P14,control,Day2,1,left,7.992669624813062
0,P14,control,Day2,2,left,9.160681425732037
1,P14,control,Day2,2,right,8.693584418251701
2,P14,control,Day2,2,right,8.326307991437716
3,P14,control,Day2,2,left,8.242970316903666
4,P14,control,Day2,2,right,7.125152644328409
5,P14,control,Day2,2,left,7.458776455157932
6,P14,control,Day2,2,left,7.9594027374078
7,P14,control,Day2,2,right,7.6423633402318965
8,P14,control,Day2,2,right,9.544593977578186
9,P14,control,Day2,2,left,7.775803211774473
0,P14,control,Day2,3,left,8.176302858604686
1,P14,control,Day2,3,right,8.860396515190589
2,P14,control,Day2,3,right,8.593381173381205
3,P14,control,Day2,3,left,9.127430243266645
4,P14,control,Day2,3,right,8.509931649048669
5,P14,control,Day2,3,left,8.492776111948842
6,P14,control,Day2,3,left,9.194198826035064
7,P14,control,Day2,3,right,8.87707132799369
8,P14,control,Day2,3,right,9.12738236235964
9,P14,control,Day2,3,left,9.31085816373161
0,P14,control,Day2,4,left,9.377639004016599
1,P14,control,Day2,4,right,8.910466919272949
2,P14,control,Day2,4,right,8.727154296027948
3,P14,control,Day2,4,left,8.226243409671953
4,P14,control,Day2,4,right,8.710217861953424
5,P14,control,Day2,4,left,9.678011249332483
6,P14,control,Day2,4,left,8.593568100437551
7,P14,control,Day2,4,right,8.97716578744621
8,P14,control,Day2,4,right,9.678224606648657
9,P14,control,Day2,4,left,9.544454931427026
0,P14,control,Day3,0,right,9.346594939823262
1,P14,control,Day3,0,left,9.494590223708656
2,P14,control,Day3,0,left,10.128502775565721
3,P14,control,Day3,0,right,10.228744325169828
4,P14,control,Day3,0,right,9.711376962892246
5,P14,control,Day3,0,left,9.5277613492799
6,P14,control,Day3,0,right,9.227543472021352
7,P14,control,Day3,0,left,9.778194958809763
8,P14,control,Day3,0,left,11.146476884605363
9,P14,control,Day3,0,right,9.561211333260871
0,P14,control,Day3,1,right,9.861564426275436
1,P14,control,Day3,1,left,10.145254963892512
2,P14,control,Day3,1,left,9.527898480242584
3,P14,control,Day3,1,right,9.628001749806572
4,P14,control,Day3,1,right,10.045075467962306
5,P14,control,Day3,1,left,9.360913628945127
6,P14,control,Day3,1,right,9.97840724355774
7,P14,control,Day3,1,left,9.210809286916628
8,P14,control,Day3,1,left,9.728096209175419
9,P14,control,Day3,1,right,9.477766788564622
0,P14,control,Day3,2,right,9.34439471643418
1,P14,control,Day3,2,left,10.378801169339567
2,P14,control,Day3,2,left,11.179806591768283
3,P14,control,Day3,2,right,9.961527117469814
4,P14,control,Day3,2,right,8.910430912859738
5,P14,control,Day3,2,left,8.543235692020971
6,P14,control,Day3,2,right,10.112058940285351
7,P14,control,Day3,2,left,9.227422046067659
8,P14,control,Day3,2,left,9.644743978860788
9,P14,control,Day3,2,right,10.045141352107748
0,P14,control,Day3,3,right,8.793668152415194
1,P14,control,Day3,3,left,9.728224913123995
2,P14,control,Day3,3,left,10.66249860188691
3,P14,control,Day3,3,right,10.295396078494377
4,P14,control,Day3,3,right,10.69578349252697
5,P14,control,Day3,3,left,10.111912233172916
6,P14,control,Day3,3,right,11.22984826733591
7,P14,control,Day3,3,left,10.612387594766915
8,P14,control,Day3,3,left,10.395407033676747
9,P14,control,Day3,3,right,10.128452596371062
0,P14,control,Day3,4,right,8.343186202342622
1,P14,control,Day3,4,left,8.342898916918784
2,P14,control,Day3,4,left,9.310822540370282
3,P14,control,Day3,4,right,8.910438573802821
4,P14,control,Day3,4,right,10.378850965527818
5,P14,control,Day3,4,left,9.060671619721688
6,P14,control,Day3,4,right,10.378858243406285
7,P14,control,Day3,4,left,9.49443279125262
8,P14,control,Day3,4,left,8.37636460585054
9,P14,control,Day3,4,right,8.409895795863122
