,pid,condition,day,block,hand,RT
9,P17,control,Day2,2,left,15.718566268922586
0,P17,control,Day2,3,right,15.701802965784733
1,P17,control,Day2,3,left,16.01880686098957
2,P17,control,Day2,3,right,18.20486217380312
3,P17,control,Day2,3,left,17.837677537678246
4,P17,control,Day2,3,left,16.135645509551974
5,P17,control,Day2,3,right,14.950983723167155
6,P17,control,Day2,3,right,15.368114292148675
7,P17,control,Day2,3,left,14.867525356778062
8,P17,control,Day2,3,right,15.117762175828831
9,P17,control,Day2,3,left,14.350257388698086
0,P17,control,Day2,4,right,13.365696880042377
1,P17,control,Day2,4,left,14.917560922731356
2,P17,control,Day2,4,right,15.451506774385052
3,P17,control,Day2,4,left,14.467078800127638
4,P17,control,Day2,4,left,14.533715640169248
5,P17,control,Day2,4,right,14.684005817725847
6,P17,control,Day2,4,right,13.415821696031346
7,P17,control,Day2,4,left,13.34889220778132
8,P17,control,Day2,4,right,14.266825452577903
9,P17,control,Day2,4,left,13.148781353866068
0,P17,control,Day3,0,right,14.933350979029456
1,P17,control,Day3,0,left,16.202344170752895
2,P17,control,Day3,0,left,15.651696553266902
3,P17,control,Day3,0,right,15.167782227080806
4,P17,control,Day3,0,right,17.02000960681744
5,P17,control,Day3,0,left,16.93659806806454
6,P17,control,Day3,0,left,18.47163422386666
7,P17,control,Day3,0,right,18.00452684890979
8,P17,control,Day3,0,right,18.288252792604
9,P17,control,Day3,0,left,18.471760629361142
0,P17,control,Day3,1,right,17.003353576088102
1,P17,control,Day3,1,left,18.48841895837313
2,P17,control,Day3,1,left,16.652878636169135
3,P17,control,Day3,1,right,19.973522262305778
4,P17,control,Day3,1,right,21.175046712576204
5,P17,control,Day3,1,left,21.84238307300211
6,P17,control,Day3,1,left,20.674316242033456
7,P17,control,Day3,1,right,18.271594463592464
8,P17,control,Day3,1,right,17.97105007726077
9,P17,control,Day3,1,left,20.67436527204427
0,P17,control,Day3,2,right,21.291781804196944
1,P17,control,Day3,2,left,20.023545896303403
2,P17,control,Day3,2,left,19.706539301000703
3,P17,control,Day3,2,right,19.78988035911425
4,P17,control,Day3,2,right,20.724234538118253
5,P17,control,Day3,2,left,19.739926439663577
6,P17,control,Day3,2,left,22.22618424711709
7,P17,control,Day3,2,right,21.158171578988004
8,P17,control,Day3,2,right,21.808938860343005
9,P17,control,Day3,2,left,21.959192858778806
0,P17,control,Day3,3,right,18.93903041622616
1,P17,control,Day3,3,left,20.39067724999859
2,P17,control,Day3,3,left,19.522889353822393
3,P17,control,Day3,3,right,20.657610415199997
4,P17,control,Day3,3,right,22.876822441648073
5,P17,control,Day3,3,left,22.82680685163814
6,P17,control,Day3,3,left,21.97589715342474
7,P17,control,Day3,3,right,20.924632064247817
8,P17,control,Day3,3,right,21.80898674121272
9,P17,control,Day3,3,left,23.194022475662678
0,P17,control,Day3,4,right,18.672042475310263
1,P17,control,Day3,4,left,21.174952099978327
2,P17,control,Day3,4,left,20.490796530820262
3,P17,control,Day3,4,right,20.89131425708456
4,P17,control,Day3,4,right,20.023600672017892
5,P17,control,Day3,4,left,21.358570637306002
6,P17,control,Day3,4,left,19.723214101030862
7,P17,control,Day3,4,right,21.208174145403063
8,P17,control,Day3,4,right,21.425182502721327
9,P17,control,Day3,4,left,22.009297698730734
