,pid,condition,day,block,hand,RT
2,P05,continuous,Day3,1,right,9.578287418080436
3,P05,continuous,Day3,1,left,11.897049883878935
4,P05,continuous,Day3,1,right,10.979699254168281
5,P05,continuous,Day3,1,left,10.51233393459006
6,P05,continuous,Day3,1,right,11.146555465454185
7,P05,continuous,Day3,1,left,11.713779708677066
8,P05,continuous,Day3,1,right,13.682824116510801
9,P05,continuous,Day3,1,left,10.01172699599283
0,P05,continuous,Day3,2,right,11.230008852225183
1,P05,continuous,Day3,2,left,10.211980726587171
2,P05,continuous,Day3,2,right,8.10954044654909
3,P05,continuous,Day3,2,left,11.079689563069223
4,P05,continuous,Day3,2,right,11.17986794824128
5,P05,continuous,Day3,2,left,9.527847737128468
6,P05,continuous,Day3,2,right,14.350273476687562
7,P05,continuous,Day3,2,left,10.460791460188375
8,P05,continuous,Day3,2,right,11.179801297994345
9,P05,continuous,Day3,2,left,11.830622187713743
0,P05,continuous,Day3,3,right,14.767234355673736
1,P05,continuous,Day3,3,left,12.514779309158712
2,P05,continuous,Day3,3,right,9.044021338804214
3,P05,continuous,Day3,3,left,12.114136632239479
4,P05,continuous,Day3,3,right,10.929569458558944
5,P05,continuous,Day3,3,left,9.978437496049992
6,P05,continuous,Day3,3,right,10.37892886924783
7,P05,continuous,Day3,3,left,13.465867987311867
8,P05,continuous,Day3,3,right,11.897370877596131
9,P05,continuous,Day3,3,left,11.48052146540158
0,P05,continuous,Day3,4,right,11.747053886724643
1,P05,continuous,Day3,4,left,13.399069118221178
2,P05,continuous,Day3,4,right,16.669564547890786
3,P05,continuous,Day3,4,left,12.114233543230512
4,P05,continuous,Day3,4,right,15.284698444022979
5,P05,continuous,Day3,4,left,11.71375519364392
6,P05,continuous,Day3,4,right,9.544566606771241
7,P05,continuous,Day3,4,left,11.947358562621957
8,P05,continuous,Day3,4,right,10.29545824534398
9,P05,continuous,Day3,4,left,11.54693881928688
